Time,Search Query
2023/11/01 20:45:50 UTC,lenox corporation
2023/11/02 20:35:53 UTC,Symphony Solutions
2023/11/21 21:09:22 UTC,qa
2023/11/16 20:29:06 UTC,qa
2023/11/06 20:12:24 UTC,Cider SA
2023/11/29 19:57:13 UTC,qa apprenticeships
2023/11/16 19:59:38 UTC,cognizant technology solutions
2023/11/02 20:43:50 UTC,Cider SA
2023/10/30 21:10:18 UTC,open the works
2023/10/30 21:04:09 UTC,comparto cv
2023/11/22 20:54:07 UTC,Fabricio Micolini
2023/10/31 15:50:09 UTC,opentowork
2023/10/31 18:21:30 UTC,hexacta
2023/11/01 20:04:10 UTC,Valle Fértil S.A.
2023/10/30 19:30:26 UTC,Selin
2023/11/01 19:35:02 UTC,ITPS
2023/11/02 20:45:54 UTC,Cider SA
2023/10/31 18:29:24 UTC,Cider SA
2023/10/19 21:01:57 UTC,technical recruiter
2023/11/01 20:45:56 UTC,Lenox
2023/11/08 20:19:49 UTC,qa tester
2023/11/28 18:09:52 UTC,comparto cv
2023/11/29 20:52:16 UTC,qa tester
2023/11/23 20:07:58 UTC,werben hr
2023/10/26 18:45:17 UTC,comparto cv
2023/11/28 17:34:33 UTC,ingematica
2023/11/30 20:23:09 UTC,fabricio micolini
2023/11/01 19:12:32 UTC,andrea lara pizarro
2023/11/22 19:13:39 UTC,qa
2023/10/19 20:35:46 UTC,director
2023/10/31 15:29:53 UTC,cosys global | grupo kelsoft
2023/11/28 20:35:41 UTC,qa tester
2023/10/20 20:43:32 UTC,Cosys Global | Grupo KELSOFT
2023/11/22 20:53:55 UTC,cosys global | grupo kelsoft
2023/11/08 20:33:27 UTC,Lenox
2023/11/16 20:29:17 UTC,qa tester
2023/11/16 20:00:58 UTC,qa tester
2023/11/22 19:07:01 UTC,qa
2023/11/22 19:04:07 UTC,qa tester
2023/11/16 19:26:31 UTC,qa
2023/11/22 19:21:58 UTC,qa apprenticeships
2023/11/03 20:57:18 UTC,Lenox
2023/10/30 20:01:01 UTC,ceo
2023/11/08 20:12:45 UTC,Cider SA
2023/11/22 19:21:58 UTC,cognizant technology solutions
2023/11/22 19:04:07 UTC,cognizant technology solutions
2023/11/03 20:59:02 UTC,Lenox
2023/10/24 20:49:42 UTC,cda informática
2023/11/29 20:53:07 UTC,Analista de aseguramiento de la calidad de software
2023/11/14 20:53:48 UTC,Cognizant Technology Solutions
2023/11/30 20:20:24 UTC,cosys global | grupo kelsoft
2023/10/23 19:08:18 UTC,recursos humanos
2023/10/30 19:55:16 UTC,byb consultores
2023/10/30 19:55:16 UTC,WebExport
2023/11/28 20:30:29 UTC,fabricio micolini
2023/11/15 20:41:20 UTC,qa tester
2023/11/06 20:38:33 UTC,cider sa
2023/11/16 20:29:17 UTC,qa tester
2023/11/01 20:42:22 UTC,Cider SA
2023/11/16 19:59:38 UTC,qa tester
2023/10/19 20:01:05 UTC,analista qa
2023/11/27 19:04:52 UTC,WebExport
2023/10/24 20:21:59 UTC,recursos humanos
2023/11/22 19:16:49 UTC,qa apprenticeships
2023/11/16 20:31:31 UTC,qa tester
2023/11/24 19:41:33 UTC,istorming consultoría it
2023/11/21 21:02:12 UTC,qa
2023/11/29 19:57:43 UTC,qa apprenticeships
2023/11/21 21:01:56 UTC,Cognizant Technology Solutions
2023/10/30 21:14:01 UTC,opentowork
2023/11/29 20:29:21 UTC,qa tester
2023/11/21 19:14:27 UTC,cognizant technology solutions
2023/10/30 21:01:27 UTC,comparo
2023/11/09 19:34:04 UTC,betwarrior
2023/10/31 17:46:10 UTC,comparto cv
2023/10/19 21:17:36 UTC,desirée garcia
2023/11/01 20:42:22 UTC,Jobzem
2023/11/09 20:10:25 UTC,nubi
2023/10/30 20:39:39 UTC,alionis
2023/11/21 19:03:34 UTC,qa tester
2023/11/08 20:31:21 UTC,qa tester
2023/11/01 19:30:30 UTC,Axoft
2023/11/28 17:56:26 UTC,confidencial
2023/11/01 20:45:55 UTC,Lenox
2023/11/29 20:54:32 UTC,Mood Hr
2023/10/24 20:49:43 UTC,cda informática
2023/10/24 19:54:13 UTC,Administrador de aplicaciones
2023/11/28 20:30:28 UTC,istorming consultoría it
2023/10/31 17:53:28 UTC,desrues s.a.s.  parurier de l'exception
2023/11/08 20:53:16 UTC,Lenox
2023/11/29 20:53:05 UTC,qa apprenticeships
2023/11/22 21:07:44 UTC,fabricio micolini
2023/11/22 21:01:23 UTC,Istorming Consultoría IT
2023/11/02 20:45:32 UTC,cosys global | grupo kelsoft
2023/11/01 20:37:31 UTC,brandtrack
2023/11/28 20:30:29 UTC,qa
2023/10/30 21:12:28 UTC,#opentowork. en busqueda activa de empleo y en transicion profesional.
2023/11/22 19:17:08 UTC,Istorming Consultoría IT
2023/11/08 20:33:27 UTC,Cognizant Technology Solutions
2023/10/25 20:22:28 UTC,analista qa
2023/10/26 20:35:29 UTC,analista qa
2023/11/13 20:54:46 UTC,cognizant technology solutions
2023/10/30 19:22:29 UTC,listopro
2023/11/22 21:01:23 UTC,qa tester
2023/11/23 19:45:24 UTC,qa tester
2023/10/30 21:05:45 UTC,comparto cv
2023/11/22 19:04:07 UTC,qa tester
2023/11/23 20:50:09 UTC,qa
2023/11/30 22:21:07 UTC,qa analyst
2023/11/21 19:26:40 UTC,qa
2023/11/01 19:36:36 UTC,penta security solutions
2023/10/19 21:02:49 UTC,recursos humanos
2023/11/13 20:55:20 UTC,tester / qa argentina
2023/11/24 20:53:36 UTC,valentina cáceres
2023/11/16 20:29:17 UTC,qa
2023/11/09 19:18:37 UTC,qa tester
2023/11/16 20:29:19 UTC,qa tester
2023/11/16 20:29:17 UTC,cognizant technology solutions
2023/11/29 20:54:27 UTC,Web\:Mood Hr
2023/10/25 20:22:26 UTC,tester / qa
2023/11/27 19:04:52 UTC,qa apprenticeships
2023/11/29 20:05:51 UTC,qa
2023/10/30 21:01:25 UTC,cosys global | grupo kelsoft
2023/11/29 20:53:05 UTC,qa tester
2023/11/21 21:04:40 UTC,Analista de programación
2023/11/09 19:07:15 UTC,comparto cv
2023/10/19 20:21:24 UTC,director
2023/11/02 20:36:36 UTC,AXOFT ARGENTINA 
2023/10/26 20:23:35 UTC,qa tester
2023/11/28 17:28:07 UTC,maria eugenia alos
2023/10/19 20:34:06 UTC,recursos humanos
2023/10/30 19:25:39 UTC,Compudevmemb
2023/11/08 20:46:53 UTC,comparto cv
2023/10/30 19:12:46 UTC,SOLUTIX S.A.
2023/11/01 19:12:44 UTC,alions
2023/10/19 21:01:57 UTC,tester qa
2023/11/08 20:19:14 UTC,cider sa
2023/11/28 18:59:25 UTC,qa tester
2023/11/13 20:54:46 UTC,cider sa
2023/11/16 20:31:31 UTC,qa tester
2023/11/13 20:58:09 UTC,lenox
2023/10/20 19:46:28 UTC,Analista de aseguramiento de la calidad
2023/11/21 21:01:56 UTC,qa tester
2023/10/31 18:21:56 UTC,SOLUTIX S.A.
2023/11/29 19:57:13 UTC,webexport
2023/11/27 19:04:52 UTC,Istorming Consultoría IT
2023/11/30 20:17:43 UTC,WebExport
2023/10/18 21:27:36 UTC,comparto cv
2023/10/30 20:39:52 UTC,alions
2023/11/06 20:25:57 UTC,cider sa
2023/11/01 20:02:02 UTC,Jobzem 
2023/11/27 19:08:10 UTC,qa tester
2023/11/22 19:04:07 UTC,istorming consultoría it
2023/11/24 19:41:33 UTC,qa tester
2023/11/21 21:01:49 UTC,qa
2023/10/20 19:45:58 UTC,tester qa
2023/10/24 19:53:45 UTC,Confidencial
2023/11/15 20:49:44 UTC,qa tester
2023/11/02 20:41:29 UTC,Nubi
2023/11/28 18:56:02 UTC,qa tester
2023/11/15 20:49:44 UTC,tester / qa argentina
2023/10/30 19:22:30 UTC,Listopro
2023/11/16 20:03:57 UTC,Werben Capital Humano
2023/11/15 20:42:13 UTC,qa tester
2023/11/23 20:50:09 UTC,qa tester
2023/11/13 20:54:46 UTC,tester / qa argentina
2023/11/21 19:32:29 UTC,webexport
2023/11/27 19:08:10 UTC,qa
2023/11/01 19:12:44 UTC,analista qa
2023/11/30 20:36:32 UTC,qa analyst
2023/11/15 20:42:13 UTC,cognizant technology solutions
2023/11/02 20:43:48 UTC,cider sa
2023/11/28 19:16:40 UTC,fabricio micolini
2023/10/31 17:56:43 UTC,Werben Capital Humano
2023/10/25 20:53:55 UTC,tester qa
2023/11/13 20:58:09 UTC,cognizant technology solutions
2023/10/25 20:53:55 UTC,tester / qa
2023/11/28 20:30:29 UTC,qa apprenticeships
2023/10/30 20:39:21 UTC,ignacio bagnoli
2023/11/09 19:42:38 UTC,webexport
2023/10/30 19:54:25 UTC,ITPS
2023/11/28 19:16:40 UTC,webexport
2023/11/01 19:21:10 UTC,ITR
2023/10/20 19:45:58 UTC,recursos humanos
2023/11/15 20:41:20 UTC,cider sa
2023/11/22 19:11:49 UTC,qa
2023/10/24 20:25:04 UTC,KPMG Argentina
2023/10/30 21:10:20 UTC,open the works
2023/10/30 21:01:34 UTC,comparto cv
2023/11/28 19:23:42 UTC,recursos humanos
2023/11/22 19:04:06 UTC,qa tester
2023/11/28 18:18:05 UTC,comparto cv
2023/11/23 20:28:03 UTC,qa tester
2023/11/29 20:53:05 UTC,istorming consultoría it
2023/11/01 19:12:44 UTC,SOLUTIX S.A.
2023/11/30 19:53:33 UTC,maría elena savoy
2023/11/27 19:05:24 UTC,qa tester
2023/11/22 19:01:13 UTC,Ingeniero de software
2023/11/24 19:51:47 UTC,CompuDevMemb
2023/11/15 20:42:13 UTC,tester / qa argentina
2023/10/31 15:45:32 UTC,opentowork
2023/11/01 20:02:03 UTC,Jobzem 
2023/11/27 20:59:59 UTC,qa tester
2023/11/30 21:03:52 UTC,qa tester
2023/10/24 20:21:58 UTC,Aliantec
2023/11/22 20:54:07 UTC,qa
2023/11/16 19:29:00 UTC,qa
2023/11/08 20:33:27 UTC,qa tester
2023/11/21 19:28:08 UTC,qa
2023/10/24 19:53:45 UTC,tester qa
2023/11/28 19:16:40 UTC,qa tester
2023/11/02 20:43:50 UTC,Lenox
2023/10/26 19:44:22 UTC,Eudaimonia 
2023/11/16 20:31:31 UTC,qa
2023/10/19 21:12:06 UTC,Cosys Global | Grupo KELSOFT
2023/11/29 19:57:13 UTC,fabricio micolini
2023/11/27 19:12:03 UTC,qa apprenticeships
2023/11/24 19:53:19 UTC,qa tester
2023/11/22 19:04:06 UTC,qa apprenticeships
2023/10/25 20:22:26 UTC,Confidencial
2023/11/29 20:52:16 UTC,fabricio micolini
2023/10/25 20:22:15 UTC,aliantec
2023/11/21 21:02:01 UTC,Enterprise Content Management Consultant
2023/11/22 20:44:27 UTC,fabricio micolini
2023/11/29 20:11:17 UTC,webexport
2023/11/29 20:11:17 UTC,qa
2023/10/25 21:01:53 UTC,Aliantec
2023/11/22 19:02:36 UTC,fiserv
2023/10/20 20:43:50 UTC,tester / qa
2023/11/30 20:22:09 UTC,qa apprenticeships
2023/11/23 19:53:49 UTC,qa apprenticeships
2023/10/30 21:10:08 UTC,open the works
2023/11/30 20:36:32 UTC,fabricio micolini
2023/11/02 20:08:57 UTC,WITBOR ARGENTINA
2023/10/24 20:32:13 UTC,Prex
2023/11/28 18:21:36 UTC,qa apprenticeships
2023/11/28 20:30:29 UTC,qa tester
2023/11/23 20:26:08 UTC,qa apprenticeships
2023/11/01 19:41:21 UTC,stefanini latam
2023/10/19 20:59:52 UTC,tester qa
2023/10/19 21:18:16 UTC,comparto cv
2023/11/02 20:36:38 UTC,AXOFT ARGENTINA 
2023/11/08 20:19:14 UTC,tester / qa argentina
2023/10/26 20:36:15 UTC,Ingeniero de software
2023/11/29 20:11:17 UTC,qa apprenticeships
2023/11/15 18:25:29 UTC,lenox
2023/11/21 19:26:34 UTC,Istorming Consultoría IT 
2023/11/30 19:51:53 UTC,Mauricio Pardo
2023/11/08 20:19:07 UTC,qualitest
2023/11/01 20:36:24 UTC,it school - educación técnica | grupo kelsoft
2023/11/21 21:01:49 UTC,qa tester
2023/10/30 21:12:38 UTC,opentowork
2023/11/08 20:53:17 UTC,cider sa
2023/11/29 20:52:16 UTC,qa tester
2023/10/20 19:14:22 UTC,recursos humanos
2023/11/15 20:45:48 UTC,qa tester
2023/11/16 20:01:10 UTC,upwork
2023/11/30 22:21:07 UTC,qa analyst
2023/11/01 19:36:36 UTC,penta security solutions
2023/10/26 20:27:15 UTC,qa tester
2023/11/21 21:08:27 UTC,comparto cv
2023/11/22 19:26:02 UTC,qa apprenticeships
2023/10/24 20:49:09 UTC,l.a. informatica di appendino loris & c. s.a.s.
2023/11/08 20:53:22 UTC,qa tester
2023/11/16 20:31:16 UTC,qa
2023/10/25 21:03:40 UTC,Ingeniero de software
2023/10/30 19:08:11 UTC,qa tester
2023/11/22 20:44:27 UTC,fabricio micolini
2023/11/27 20:59:59 UTC,istorming consultoría it
2023/11/24 19:42:02 UTC,compudev
2023/11/03 20:57:18 UTC,Jobzem
2023/11/03 20:57:03 UTC,Cosys Global | Grupo KELSOFT
2023/11/13 20:53:38 UTC,cosys global | grupo kelsoft
2023/11/21 19:18:40 UTC,qa
2023/11/28 20:51:01 UTC,qa apprenticeships
2023/11/16 20:31:31 UTC,qa
2023/11/24 20:55:53 UTC,gastón gimenez
2023/11/28 18:39:37 UTC,webexport
2023/11/02 20:25:10 UTC,solutix s.a.
2023/11/24 19:55:18 UTC,qa
2023/11/29 20:53:25 UTC,istorming consultoría it
2023/11/28 18:43:49 UTC,qa
2023/11/01 19:35:02 UTC,byb consultores
2023/11/06 20:38:07 UTC,tester / qa
2023/11/27 19:08:10 UTC,istorming consultoría it
2023/11/27 19:12:03 UTC,qa
2023/10/24 20:25:04 UTC,tester / qa
2023/10/30 20:39:53 UTC,byb consultores
2023/10/26 19:02:34 UTC,qa tester
2023/10/24 19:55:37 UTC,analista qa
2023/11/28 18:21:37 UTC,qa apprenticeships
2023/11/15 20:43:30 UTC,cider sa
2023/11/21 21:09:22 UTC,cognizant technology solutions
2023/11/23 20:50:09 UTC,qa
2023/10/20 19:14:21 UTC,analista qa
2023/11/29 20:05:50 UTC,qa tester
2023/11/13 20:58:09 UTC,cider sa
2023/11/15 20:42:13 UTC,tester / qa argentina
2023/11/16 19:59:38 UTC,qa tester
2023/11/21 19:26:01 UTC,iStorming
2023/10/23 19:06:22 UTC,analista qa
2023/10/30 19:12:46 UTC,SOLUTIX S.A.
2023/10/24 20:25:04 UTC,analista qa
2023/11/30 20:23:09 UTC,Ingeniero de software
2023/11/29 20:53:05 UTC,webexport
2023/10/24 19:55:37 UTC,tester / qa
2023/11/23 20:12:17 UTC,qa
2023/11/08 20:19:50 UTC,qa tester
2023/11/29 20:05:51 UTC,qa apprenticeships
2023/10/30 21:12:29 UTC,opentowork
2023/11/21 20:59:19 UTC,Istorming Consultoría IT
2023/11/27 21:00:18 UTC,qa apprenticeships
2023/11/28 19:16:40 UTC,webexport
2023/11/02 20:41:27 UTC,Nubi
2023/11/24 19:55:45 UTC,qa apprenticeships
2023/11/21 19:14:28 UTC,qa tester
2023/11/16 19:30:32 UTC,qa tester
2023/11/28 17:35:06 UTC,intellihelp
2023/11/21 21:04:41 UTC,istorming consultoría it
2023/11/13 20:58:09 UTC,qa tester
2023/11/08 20:53:17 UTC,qa tester
2023/11/09 20:10:27 UTC,nubi
2023/10/18 21:27:35 UTC,comparto mi cv
2023/11/02 20:27:01 UTC,Qualitest
2023/11/16 20:33:21 UTC,qa
2023/11/14 20:57:24 UTC,cider sa
2023/11/15 20:40:32 UTC,Cosys Global | Grupo KELSOFT
2023/11/21 19:18:40 UTC,qa
2023/11/23 20:06:35 UTC,Werben Capital Humano
2023/10/30 19:48:21 UTC,huenei it services
2023/11/21 21:01:49 UTC,qa
2023/11/30 20:17:41 UTC,qa analyst
2023/11/16 19:27:23 UTC,cider sa
2023/11/15 20:48:30 UTC,comparto cv
2023/10/24 20:22:35 UTC,secretaría de innovación y transformación digital 
2023/11/15 20:42:13 UTC,qa tester
2023/10/31 17:48:23 UTC,comparto cv it
2023/10/25 20:22:20 UTC,analista qa
2023/11/27 20:59:59 UTC,webexport
2023/11/15 20:45:48 UTC,qa tester
2023/11/28 20:39:41 UTC,Fabricio Micolini
2023/11/27 20:56:58 UTC,qa tester
2023/11/06 20:14:33 UTC,Secretaría de Innovación y Transformación Digital
2023/11/01 20:45:56 UTC,Jobzem
2023/11/02 20:54:35 UTC,Secretaría de Innovación y Transformación Digital
2023/11/09 19:42:39 UTC,webexport
2023/11/24 19:54:55 UTC,istorming consultoría it
2023/11/24 19:24:08 UTC,qa apprenticeships
2023/11/09 20:26:20 UTC,Aliantec
2023/11/03 20:59:02 UTC,analista qa
2023/11/24 19:55:45 UTC,qa
2023/11/22 19:17:08 UTC,qa tester
2023/11/08 20:40:00 UTC,comparto cv
2023/11/28 20:51:01 UTC,qa tester
2023/11/06 20:25:57 UTC,analista qa
2023/10/23 20:38:16 UTC,prex
2023/11/02 20:54:35 UTC,Lenox
2023/11/30 20:50:10 UTC,qa analyst
2023/11/24 20:49:46 UTC,walter cosentino
2023/11/08 20:44:03 UTC,cider sa
2023/10/23 19:58:26 UTC,Confidencial
2023/10/31 18:01:19 UTC,grupo abans
2023/11/29 20:05:50 UTC,Istorming Consultoría IT
2023/11/27 20:55:16 UTC,Luciana Porta
2023/10/31 17:56:00 UTC,SOLUTIX S.A.
2023/11/16 20:33:21 UTC,qa
2023/11/21 21:01:49 UTC,istorming consultoría it
2023/11/03 20:57:18 UTC,Secretaría de Innovación y Transformación Digital
2023/11/23 20:12:17 UTC,qa
2023/10/30 20:39:24 UTC,baires hr
2023/11/13 20:58:09 UTC,tester / qa argentina
2023/11/28 18:21:37 UTC,qa tester
2023/11/08 20:35:08 UTC,Analista de aseguramiento de la calidad de software
2023/11/21 21:09:22 UTC,qa tester
2023/10/25 20:53:55 UTC,Confidencial
2023/11/13 20:54:46 UTC,cognizant technology solutions
2023/10/25 20:27:03 UTC,ceo
2023/11/08 20:19:14 UTC,qa tester
2023/11/01 20:02:03 UTC,analista qa
2023/11/16 20:04:48 UTC,Mook´s
2023/11/09 19:30:38 UTC,tester / qa argentina
2023/11/09 19:18:37 UTC,Lenox
2023/10/30 21:04:53 UTC,comparto cv
2023/10/31 18:14:59 UTC,byb consultores
2023/11/22 19:07:01 UTC,qa apprenticeships
2023/11/23 20:12:15 UTC,Fabricio Micolini
2023/11/24 19:51:48 UTC,CompuDevMemb
2023/11/02 20:08:53 UTC,witbor argentina sap
2023/11/15 20:52:20 UTC,comparto cv
2023/10/24 20:25:04 UTC,KPMG Argentina
2023/11/23 20:12:17 UTC,fabricio micolini
2023/11/29 20:53:25 UTC,istorming consultoría it
2023/11/29 20:53:05 UTC,fabricio micolini
2023/11/08 20:12:45 UTC,Secretaría de Innovación y Transformación Digital
2023/11/13 20:53:33 UTC,grupo kelsoft | netkel consulting
2023/11/15 20:43:30 UTC,Cognizant Technology Solutions
2023/11/16 19:31:05 UTC,qa tester
2023/11/27 20:59:59 UTC,qa apprenticeships
2023/11/08 20:19:30 UTC,qa tester
2023/10/30 21:14:23 UTC,opentowork
2023/11/08 20:44:03 UTC,qa tester
2023/11/02 20:25:17 UTC,analista qa
2023/11/16 20:31:16 UTC,qa tester
2023/11/24 19:41:33 UTC,qa tester
2023/11/28 20:39:41 UTC,qa apprenticeships
2023/10/23 19:08:18 UTC,analista qa
2023/10/30 19:27:46 UTC,Axiom
2023/11/27 21:00:18 UTC,qa tester
2023/11/21 19:02:32 UTC,qa
2023/11/08 20:19:43 UTC,qa tester
2023/11/02 20:41:06 UTC,consultoriait.com.ar
2023/11/21 19:28:08 UTC,qa tester
2023/11/23 20:57:23 UTC,comparto cv
2023/11/16 20:00:58 UTC,qa tester
2023/11/27 19:04:35 UTC,qa
2023/10/26 19:02:31 UTC,qa
2023/11/29 20:53:25 UTC,qa apprenticeships
2023/10/31 18:15:12 UTC,livy gestión de talentos
2023/11/06 20:19:08 UTC,cosys global | grupo kelsoft
2023/11/03 20:59:12 UTC,Administrador de sistemas
2023/10/20 20:45:38 UTC,Analista de software
2023/10/24 20:18:46 UTC,webexport
2023/10/19 20:50:21 UTC,director
2023/11/30 19:53:34 UTC,maría elena savoy
2023/11/15 18:25:29 UTC,tester / qa argentina
2023/10/24 20:22:59 UTC,CONTENIDOS INTERACTIVOS S.A
2023/11/22 21:07:44 UTC,qa
2023/11/24 19:54:55 UTC,qa apprenticeships
2023/11/28 19:00:54 UTC,qa tester
2023/11/27 19:12:03 UTC,fabricio micolini
2023/11/09 20:25:51 UTC,Cfotech
2023/11/29 20:05:51 UTC,qa tester
2023/11/16 19:27:23 UTC,qa tester
2023/11/16 20:33:21 UTC,qa tester
2023/11/15 20:49:44 UTC,lenox
2023/10/24 20:50:07 UTC,ceo
2023/11/22 21:07:44 UTC,qa tester
2023/10/24 20:27:23 UTC,Analista de aseguramiento de la calidad de software
2023/11/06 20:11:40 UTC,Secretaría de Innovación y Transformación Digital
2023/11/24 19:55:44 UTC,qa tester
2023/11/06 20:19:09 UTC,comparto cv
2023/11/24 19:55:18 UTC,fabricio micolini
2023/10/20 19:45:57 UTC,analista qa
2023/10/30 19:28:14 UTC,werben hr
2023/10/30 19:54:27 UTC,ITPS
2023/11/01 20:45:51 UTC,Lenox
2023/10/31 17:46:00 UTC,cosys global | grupo kelsoft
2023/11/27 21:00:21 UTC,Consultor de SD
2023/11/23 20:28:11 UTC,Consultor de SD
2023/11/27 19:05:22 UTC,qa tester
2023/11/21 21:04:41 UTC,qa tester
2023/11/28 18:18:09 UTC,cosys global | grupo kelsoft
2023/10/24 19:55:37 UTC,Confidencial
2023/11/21 19:26:40 UTC,Cognizant Technology Solutions
2023/10/19 21:18:12 UTC,comparto cv
2023/10/30 20:57:55 UTC,SOLUTIX S.A.
2023/11/29 20:53:05 UTC,webexport
2023/11/14 20:57:09 UTC,cider sa
2023/11/27 20:59:59 UTC,qa tester
2023/11/16 19:27:25 UTC,Cognizant Technology Solutions
2023/10/30 19:24:33 UTC,mobile computing
2023/11/01 20:03:21 UTC,sondarh consultoria
2023/11/08 20:32:05 UTC,iStorming
2023/11/13 20:58:09 UTC,cognizant technology solutions
2023/10/25 20:31:49 UTC,gerente
2023/11/24 19:55:18 UTC,istorming consultoría it
2023/11/01 20:38:45 UTC,Secretaría de Innovación y Transformación Digital
2023/10/31 18:29:31 UTC,byb consultores
2023/10/19 21:18:00 UTC,cv
2023/11/21 21:01:56 UTC,Istorming Consultoría IT
2023/11/28 18:21:36 UTC,qa tester
2023/11/29 20:53:05 UTC,qa tester
2023/11/30 20:20:22 UTC,cosys global | grupo kelsoft
2023/11/28 19:54:11 UTC,recursos humanos
2023/10/31 17:57:21 UTC,mobile computing
2023/10/24 20:22:52 UTC,CONTENIDOS INTERACTIVOS S.A
2023/11/27 19:04:52 UTC,Fabricio Micolini
2023/10/24 20:49:18 UTC,C&S informática s.a.
2023/10/31 18:29:31 UTC,SOLUTIX S.A.
2023/10/25 20:38:39 UTC,gerente
2023/11/30 20:17:36 UTC,qa analyst
2023/11/16 19:27:25 UTC,qa tester
2023/11/01 19:35:02 UTC,qa tester
2023/11/29 20:36:18 UTC,qa tester
2023/10/24 20:49:12 UTC,C&S informática s.a.
2023/11/09 19:43:20 UTC,bizit global
2023/10/26 19:02:43 UTC,tester / qa
2023/11/16 19:31:05 UTC,qa tester
2023/11/15 18:25:29 UTC,cider sa
2023/11/02 20:41:36 UTC,nubi
2023/11/21 19:03:36 UTC,Ingeniero de software
2023/10/30 21:12:36 UTC,opentowork
2023/11/22 20:44:18 UTC,Fabricio Micolini
2023/10/25 21:01:53 UTC,Confidencial
2023/11/21 21:01:50 UTC,Administrador del sistema
2023/11/01 20:02:03 UTC,Cider SA
2023/11/29 19:57:14 UTC,qa
2023/11/02 20:45:54 UTC,Jobzem
2023/10/31 18:01:18 UTC,grupo abans
2023/11/09 20:10:25 UTC,nubi
2023/10/24 20:21:53 UTC,Aliantec
2023/11/29 19:57:43 UTC,istorming consultoría it
2023/11/22 19:13:39 UTC,qa tester
2023/10/19 20:34:06 UTC,tester qa
2023/11/30 22:21:07 UTC,qa
2023/11/21 21:04:34 UTC,Cognizant Technology Solutions
2023/11/01 19:34:52 UTC,Secretaría de Innovación y Transformación Digital
2023/10/19 20:01:05 UTC,tester / qa
2023/11/24 19:52:48 UTC,Summa Solutions
2023/11/16 19:30:02 UTC,qa
2023/10/24 19:53:45 UTC,analista qa
2023/11/24 20:20:39 UTC,qa
2023/10/30 20:50:39 UTC,byb consultores
2023/10/23 20:57:34 UTC,comparto cv
2023/11/16 20:03:58 UTC,Werben Capital Humano
2023/11/09 19:18:37 UTC,qa tester
2023/11/21 19:18:40 UTC,qa
2023/11/01 19:33:53 UTC,cda informática
2023/11/02 20:54:35 UTC,cider sa
2023/11/14 20:53:48 UTC,qa tester
2023/11/21 21:02:12 UTC,qa tester
2023/10/30 20:57:55 UTC,qa tester
2023/11/30 20:46:59 UTC,qa tester
2023/11/16 20:00:58 UTC,qa
2023/10/30 19:26:00 UTC,WITBOR ARGENTINA S.R.L.
2023/11/30 20:41:11 UTC,qa tester
2023/11/02 20:54:35 UTC,Jobzem
2023/10/19 21:20:54 UTC,comparto cv
2023/11/06 20:38:33 UTC,Cider SA
2023/11/22 19:48:36 UTC,morena caparrós
2023/11/08 20:39:44 UTC,cognizant technology solutions
2023/11/16 19:59:38 UTC,qa
2023/10/30 20:39:53 UTC,ITPS
2023/10/25 21:01:53 UTC,tester / qa
2023/11/22 21:01:23 UTC,qa apprenticeships
2023/11/24 19:44:01 UTC,inavitas
2023/11/08 20:39:56 UTC,comparto cv
2023/10/24 20:21:59 UTC,Aliantec
2023/11/21 19:18:40 UTC,qa tester
2023/11/01 19:41:19 UTC,stefanini latam
2023/11/08 20:07:52 UTC,Cosys Global | Grupo KELSOFT
2023/11/16 20:31:16 UTC,qa tester
2023/11/24 20:53:37 UTC,sergio faraudo
2023/11/01 19:12:44 UTC,analista qa
2023/11/22 19:01:55 UTC,Estrategia Laboral SA
2023/11/09 20:07:18 UTC,witbor argentina
2023/11/02 20:25:12 UTC,Solutix
2023/11/14 20:53:27 UTC,Cosys Global | Grupo KELSOFT
2023/10/23 19:26:43 UTC,director
2023/11/01 20:02:03 UTC,Jobzem 
2023/11/27 19:04:52 UTC,qa
2023/10/30 20:35:46 UTC,ceo
2023/11/08 20:32:32 UTC,fabricarg 
2023/10/30 19:54:24 UTC,itps one
2023/11/09 19:19:27 UTC,Ingeniero de software
2023/11/21 21:09:22 UTC,qa
2023/11/29 20:54:34 UTC,Mood Hr
2023/10/30 19:09:13 UTC,qa tester
2023/11/30 20:17:42 UTC,qa analyst
2023/10/30 21:01:34 UTC,comparto cv
2023/11/30 20:36:32 UTC,qa tester
2023/11/30 20:38:34 UTC,qa tester
2023/11/09 19:30:55 UTC,tester / qa
2023/11/23 19:53:49 UTC,qa
2023/11/29 19:57:43 UTC,istorming consultoría it
2023/10/24 20:39:57 UTC,director
2023/11/02 20:26:02 UTC,Onetree
2023/11/24 20:44:08 UTC,carlos arce
2023/11/21 21:08:09 UTC,comparto cv
2023/11/02 20:36:27 UTC,XOFT ARGENTINA 
2023/11/01 20:37:55 UTC,Big Time Studios
2023/10/31 17:46:03 UTC,comparto cv
2023/11/21 21:04:41 UTC,qa
2023/11/06 20:38:33 UTC,tester / qa argentina
2023/11/22 19:07:01 UTC,qa
2023/11/06 20:19:11 UTC,comparto cv
2023/11/22 19:21:58 UTC,istorming consultoría it
2023/11/24 20:50:48 UTC,iStorming Consultoria SL
2023/11/27 20:56:47 UTC,cosys global | grupo kelsoft
2023/12/11 20:51:46 UTC,qa
2024/01/02 20:34:07 UTC,tester qa
2023/12/05 19:24:54 UTC,qa apprenticeships
